,quote,author,categories
9897,"사랑이란건 인간이 얼마나 행복한 것인가 보여주기 위해 신이 만든것이 아니라, 인간이 고통과 어려움 속에서 얼마나 잘해쳐 나갈수 있는가를 보여주기 위한 신의 시험표이다.",김제동,"사랑, 인간, 신(god)"
9898,우리 독일인은 신 이외에는 아무 것도 두려워하지 않는다.,비스마르크,독일인
9899,아무리 수고하거나 어디를 방황할지라도 우리의 피로한 희망은 평온을 찾아 역시 가정으로 되돌아온다.,골드스미드,가정
9900,공부만 시키고 놀리지 않으면 바보가 된다.,영국 속담,"공부, 놀기, 자녀교육"
9901,영혼의 병은 육체의 그것보다도 위험하고 무섭다.,키케로,"영혼, 병(sickness)"
9902,옛 사람은 말을 경솔하게 하지 않았다. 실천이 따르지 못할까 두려워서다.,『논어』,"말(words), 실천, 언행일치"
9903,강한 사람은 자기를 억제할 수 있는 사람이다.,『탈무드』,"강자, 자기자신"
9904,시적으로나 종교적으로 삶을 누리지 못하는 사람은 그 어떤 사람일지라도 어리석은 사람이다.,우나무노,"시(poetry), 종교, 삶"
9905,"‘인류에 대한 사랑’이란 말은 자기가 마음속에서 만들어낸 인류에 대한, 즉 자기 자신에 대한 사랑을 말하는 것이다.",도스토옙스키,"인류, 사랑, 자기자신"
9906,적이 강력하면 할수록 얻는 승리도 크다.,셰익스피어,"적(enemy), 승리"
9907,"누구나 행복을 추구한다. 평화, 이것이야말로 이 지상에서 행복에 접근하는 최대의 지름길이며, 게다가 누구나 손에 넣을 수 있는 것이다.",힐티,"행복, 평화"
9908,백성의 소리를 존중해야 한다.,맹자,"백성, 여론"
9909,"합리적인 것은 진실하며, 진실한 것은 합리적이다.",헤겔,"합리, 진실"
9910,사랑은 홍역과 같다. 우리 모두가 한번은 겪고 지나가야 한다.,제롬 K. 제롬,"사랑, 홍역"
9911,"생활은 간소하게, 사상은 높게.",에머슨,"생활, 사상"
9912,나는 존재한다. 그것은 나의 권리이다.,사르트르,"자기자신, 권리"
9913,"정의는 말이 없고, 보이지도 않지만 그대가 잠자코 걸어가며 누워 있는 모습을 지켜 본다. 정의는 그대의 진로를 가르지르기도, 때론 늦추기도 하며, 끊임없이 그대를 따라 다닌다.",아이스킬로스,정의
9914,자유란 법률이 허용하는 한에 있어서 모든 것을 할 수 있는 권리이다.,몽테스키외,"자유, 권리"
9915,"어린이의 대망(大望)을 듣고 웃어서는 안 된다 .어린이에게 웃음은 비웃음을 뜻하는 일이 많고 비웃음만큼 마음을 괴롭히는 것도 없다. 어린이가 주제에 어울리지 않는 대망에 대하여 말할 때 ,아버지가 할 일은 그 대망에 대한 여러 관점에서 잘 이야기를 해주는 일이다. 어떻게 하면 그 목표에 도달할 수 있는가, 그 방법과 희망을 심어 주는 것이다. 무엇보다도 어린이가 자기 힘으로 할 수 있는 일에는 손을 빌려주지 않는다. 스스로 자신의 성공을 키워 갈 특권과 자격을 빼앗아서는 안 된다.",데일 카네기,"어린이, 소망, 자녀교욕"
9916,농담으로라도 거짓말을 하지 말라. 꿈속에서라도 성실을 잃었거든 뼈저리게 뉘우쳐라. 죽더라도 거짓이 있어서는 안 된다.,안창호,"농담, 거짓말"
9917,"실패를 걱정하지 말고, 먼저 부지런히 목표를 향하여 노력하라. 노력한 만큼 보상을 받을 것이다.",노만 V. 필,"실패, 걱정, 노력"
9918,자식을 아는 데는 그 아비만한 자는 없다.,『관자』,"자식, 아버지"
9919,불의(不義)를 발견하기는 매우 쉬운 일이다. 불의는 남의 행동을 보고 있으면 어디가 잘못되었는지 금방 알 수 있다. 그러나 진리를 발견하는 것을 어렵다. 사람이 발견하고자 애써야 할 것은 이러한 진리이다.,요한 볼프강 폰 괴테,"불의, 진리"
9920,인간은 나이 먹어감에 따라 새로운 친구들을 사귀지 않으면 그는 곧 외로움을 느끼게 된다. 인간은 꾸준히 우정을 수선해 나가지 않으면 안 된다.,새뮤얼 존슨,"인간, 나이, 우정"
9921,최고의 선(善)은 물과 같다. 물은 만물에 혜택을 주지만 스스로를 내세워 만물과 다투려 하지 않으며 모두가 싫어하는 낮은 곳으로만 흐른다. 그러므로 도(道)에 가깝다 할 수 있다.,노자(老子),"선(good), 물(water), 도(tao)"
9922,도움을 받는 사람보다 도움을 주는 사람이 되어라. 그것은 바로 지배력의 원천이다.,발타자르 그라시안,"도움, 지배"
9923,"가르침을 듣지 않는 것보다는 듣는 것이 좋고, 듣는 것보다는 보는 것이 좋고, 보는 것보다는 마음으로 아는 것이 좋다. 그러나 아는 것보다는 실행하는 것이 더욱더 좋다. 결국 교양의 최종 목적은 이것을 실천해야 할 사람인 것이다.",순자,"교양, 실천, 사람"
9924,우선 계획은 잘 짜여진 적절한 것이어야 한다는 것이 첫째 조건이다. 이것이 확인되면 단호하게 실행한다. 약간의 싫증 때문에 실행의 결의를 포기해서는 안 된다.,셰익스피어,"계획, 실행"
9925,인간이란 부질없는 열정이다.,사르트르,"인간, 열정"
9926,"자본이란 한 나라의 부(富) 중 생산에 쓰여질 수 있는 부분이며 음식, 피복, 도구, 원료, 기계 등 노동에는 거의 이용되지 않는다.",C. 골도니,자본
9927,어린애들에게 지적인 보호와 교육을 베푸는 것을 자랑으로 삼고 있는 이 시대애 또한 그들에게 새롭고 가장 무서운 파괴 무기의 세례를 받게 해야 한다는 것은 아이러니컬한 일이다.,펄벅,"시대, 무기"
9928,법학자들은 병리학적인 경우를 제외하고 노령자의 책임 능력은 청ㆍ장년과 마찬가지로 완전하다고 생각하고 있다.,보봐르,"노인, 노령자"
9929,지옥은 극히 런던과 흡사한 도시다. - 인구가 많고 연기가 자욱한 도시다.,셀리,"지옥, 도시, 런던"
9930,인간이 지상에서 즐기기 위해서는 약간의 흙덩이만 있으면 된다. 지상에서 쉬기 위해서는 더욱 적은 흙덩이만 있으면 족하다.,괴테,"인간, 땅(land), 휴식"
9931,"아름다운 여자의 마음에 들려고 노력할 때는 1시간이 마치 1초처럼 흘러간다. 그러나, 뜨거운 난로 위에 앉아 있을 때는 1초가 마치 1시간 처럼 느껴진다. 그것이 바로 상대성이다.",앨버트 아인슈타인,상대성
9932,크고 높은 꿈을 꾸어라. 그러면 당신이 꿈꾸는 그대로 될것이다. 당신이 품은 꿈은 언젠가 이루어질 일에 대한 약속이다. 당신의 이상은 마침내 벗겨질 베일에 대한 예언이다.,제임스 알렌,"꿈(dream), 약속"
9933,"태양을 마주할 용기가 있는 젊은이라면 누구나 뜨거운 가슴을 찾아 헤맬 줄 알아야 한다. 그 길이 돌이킬 수 없는 길이라 할지라도, 심지어 가서 돌아오지 못할 길이라 할지라도...",체 게바라,"젊은이, 꿈(dream), 이상(ideal)"
9934,진정한 땀의 댓가는 그래서 우리가 무엇을 얻느냐가 아닙니다. 그래서 우리가 무엇이 되느냐입니다.,파울로 코엘료,"노력, 자기자신"
9935,값어치가 있는 일을 달성하려면 중요한 세 가지가 있다. 열심히 일해라. 창조하려고 해라. 그리고 상식을 공부해라.,에디슨,"일(work), 성취"
9936,고통은 잠시지만 포기는 평생입니다.,파울로 코엘료,"고통, 포기"
9937,"올바른 말은 있는 그대로 말할 때, 가장 설득력을 가진다.",윌리엄 셰익스피어,"말(words), 설득"
9938,당신이 내일 만날 사람들 중 4분의 3은 동정심을 갈망할 것이다. 그것을 그들에게 안겨 주라. 그러면 그들은 당신을 사랑할 것이다.,데일 카네기,"동정심, 인간관계"
9939,절약은 가장 큰 수입이다.,키케로,"절약, 수입"
9940,올림픽 대회에서 중요한 것은 승리가 아니라 참가하는 데 있다.,쿠베르탱,올림픽
9941,술은 사랑을 기르는 밀크이다.,아리스토텔레스,"술(alcohol), 사랑"
9942,아침의 오락은 술과 마찬가지로 해롭다.,T. 풀러,"아침, 오락"
9943,너에게 정직할 것을 요구하는 친구들을 신뢰하지마라. 그들이 사실 원하는 것은 그들에게 듣기 좋은 말을 해달라는 것 뿐이다.,알베르 카뮈,"친구, 신뢰"
9944,돈이란 바다물과도 같다. 그것은 마시면 마실수록 목이 말라진다.,쇼펜하우어,돈(money)
9945,주사위를 던지는 한 기회는 존재한다.,스테판 말라르메,기회
9946,악이 승리하기 위해 필요한 것은 선한 사람들이 아무것도 하지 않는 것뿐이다.,에드먼드 버크,"악(evil), 승리, 선(good)"
9947,삶의 모든 진보는 순응이 아닌 과감한 도전과 맹목적 추구를 통해 이루어진다.,헨리 밀러,"삶, 진보, 도전"
9948,믿는 것과 행동하는 것이 다르다면 결코 행복해질 수 없다.,프레야 스타크,"믿음, 행동, 행복"
9949,사회는 재산의 불평등 없이는 성립되지 않는다. 재산의 불평등은 종교 없이는 성립되지 않는다.,나폴레옹,"사회, 재산, 종교"
9950,국가가 부패할수록 법률의 수효는 많아진다.,타키투스,"국가, 법률"
9951,법의 힘을 빌지 말고 자기 손으로 제재를 가하라.,이솝,"법(law), 제재"
9952,정치는 대중이 의당 자기와 관련되는 일에 참여하지 못하도록 막는 기술이다.,폴 발레리,"정치, 대중"
9953,정치가 가운데 못된 90% 때문에 좋은 정치가 10%가 손해를 본다.,헨리 키신저,정치가
9954,자기의 길을 걷는 사람은 누구나 다 영웅입니다. 자기가 할 수 있는 일을 진실 되게 수행하면서 사는 사람은 누구나 다 영웅인 것입니다.,헤르만 헤세,"사람, 영웅, 일(work)"
9955,작은 거짓말쟁이는 한 사람을 속인다. 중간 거짓말쟁이는 많은 사람을 속인다. 큰 거짓말쟁이는 나라를 속인다. 그러나 세월을 속일 수는 없다.,에이브러햄 링컨,"거짓말, 속임, 세월"
9956,"고통이여, 괴로움이여, 엎친 데 덮치며 오라. 그 후에는 그만큼의 즐거움이 있으리니.",셰익스피어,"고통, 괴로움, 즐거움"
9957,"책을 읽는 사람은 참된 벗, 친절한 충고자, 유쾌한 반려자, 충실한 위안자가 없다는 것을 느끼지 않을 것이다.",M.T. 바로,독서
9958,지갑 속과 마음속은 보여서는 안 된다.,이탈리아 속담,"돈(money), 마음"
9959,"사람의 재주는 인물이 크면 그 재주가 살고, 인물이 작으면 그 재주가 도리어 재앙이 되고 원수가 되기 쉽다. 그러므로 자기의 재주를 올바른 방향으로 발휘하기 위해서 먼저 마음을 닦아야 한다.",라로슈푸코,"사람, 재주, 마음, 수양"
9960,현대의 행동 수단은 실력이어야 한다. 가문과 문벌 같은 것은 소용없다.,H. 발자크,"행동, 실력"
9961,훌륭한 능력도 기회가 없으면 소용이 없다.,나폴레옹,"천재, 능력, 기회"
9962,한잠 자고 나서 생각하는 것이 더욱 좋다.,영국 속담,"수면, 생각"
9963,"모든 것을 좋게만 보는 자도, 모든 것을 나쁘게만 보는 자도 믿지말고, 모든 것에 무관심한 자는 더더욱 믿지 마라.",요한 K. 라바터,"사람, 믿음"
9964,불의를 행하는 자가 아니라 불의를 물리치는 사람이 강하고 위대한 사람으로 간주되어야 한다.,키케로,"불의, 정의, 강자"
9965,"최선의 법률가는 바르게 살며, 열심히 일하고 가난하게 죽는다.",D. 웹스터,법률가
9966,"나는 책임을 지고 일을 행하고, 잘 되지 않았을때는 그 책임을 지는 대통령이 되고 싶다.",존 F. 케네디,"책임, 대통령"
9967,"멀리서 서로 사귀어 돕는 나라를 믿고, 가까운 이웃 나라를 소홀히 하며, 강력한 나라의 구원을 의지하여 자기를 압박하는 나라를 업신 여기는 나라는 망할 것이다.",『한비자』,"국가, 멸망"
9968,불황의 유일한 원인은 호황이다.,쥐글라르,"불황, 호황, 경제"
9969,앞질러 가는 사람이 자꾸 눈에 뜨일 때는 뒤에 오는 사람을 생각해 보라. 신에 대해서 인생에 대해서 감사하고 싶으면 당신이 지금까지 얼마나 많은 사람을 앞질러 왔는가를 생각해 보십시오. 아니 타인은 아무래도 좋습니다. 당신 자신이 과거의 당신을 앞질러 온 것입니다.,세네카,"인생, 추월, 자기자신"
9970,"내가 할 수 있는 한의 최선의 것, 내가 아는 한의 최선의 것을 실행하고 또한 언제나 그러한 상태를 지속시키려고 한다.",에이브러햄 링컨,"최선, 실행"
9971,"우리들 모두의 마음속에 낙원이 있다. 지금 나의 마음속에도 역시 낙원은 깃들여 있는데, 내가 원하기만 한다면 내일이라도 실제로 내 마음속에 되살아나서 일평생 동안 나는 그런 상태 속에서 살아갈 수 있을 것이다.",도스토예프스키,"마음, 낙원"
9972,이상적인 용기란? 비록 증인이 없음에도 모든 사람들 앞에서 자신이 할 수 있는 것을 자신있게 실행하는 것이다.,라 로시푸코,용기
9973,하늘은 말하지 않는다. 사시가 운행되고 만물이 잘 자라고 있는데 하늘이 무엇을 말하랴.,공자,"하늘, 신(god)"
9974,목표란 우리들이 계속 앞으로 나아가도록 해주는 것이다.,앤드류 매튜스,"목표, 전진"
9975,"세상에서 가장 힘든 일은, 모든 사람이 생각하지 않고 말하는 것을, 생각하면서 말하는 것이다.",알랭,"말(words), 생각"
9976,"행복을 수중에 넣는 유일한 방법은 행복 그 자체를 인생의 목적으로 생각지 말고, 행복 이외의 어떤 다른 목적을 인생의 목적으로 삼는 일이다.",존 스튜어트 밀,"행복, 인생"
9977,언뜻 보기에 보잘것없는 일일지라도 전력을 다해야 할 것이다. 일은 정복할 때마다 실력이 붙는다. 작은 일을 훌륭히 해내면 큰 일은 자연히 결말이 난다.,데일 카네기,"일(work), 실력"
9978,"뛰어난 인물이 되려면, 누구와 교제해야 할 것인가를 깊이 숙고해야 한다.",발타자르 그라시안,"교제, 인간관계"
